observation_date	AKNGSP_PC1_20070607	AKNGSP_PC1_20080605	AKNGSP_PC1_20090602	AKNGSP_PC1_20101118	AKNGSP_PC1_20110607	AKNGSP_PC1_20120605	AKNGSP_PC1_20130627	AKNGSP_PC1_20140611	AKNGSP_PC1_20150610	AKNGSP_PC1_20160115	AKNGSP_PC1_20160614	AKNGSP_PC1_20161207	AKNGSP_PC1_20170511	AKNGSP_PC1_20180504	AKNGSP_PC1_20181114	AKNGSP_PC1_20190501	AKNGSP_PC1_20191107	AKNGSP_PC1_20200407	AKNGSP_PC1_20201002	AKNGSP_PC1_20210326	AKNGSP_PC1_20211001	AKNGSP_PC1_20220331	AKNGSP_PC1_20220930	ALNGSP_PC1_20070607	ALNGSP_PC1_20080605	ALNGSP_PC1_20090602	ALNGSP_PC1_20101118	ALNGSP_PC1_20110607	ALNGSP_PC1_20120605	ALNGSP_PC1_20130627	ALNGSP_PC1_20140611	ALNGSP_PC1_20150610	ALNGSP_PC1_20160115	ALNGSP_PC1_20160614	ALNGSP_PC1_20161207	ALNGSP_PC1_20170511	ALNGSP_PC1_20180504	ALNGSP_PC1_20181114	ALNGSP_PC1_20190501	ALNGSP_PC1_20191107	ALNGSP_PC1_20200407	ALNGSP_PC1_20201002	ALNGSP_PC1_20210326	ALNGSP_PC1_20211001	ALNGSP_PC1_20220331	ALNGSP_PC1_20220930	ARNGSP_PC1_20070607	ARNGSP_PC1_20080605	ARNGSP_PC1_20090602	ARNGSP_PC1_20101118	ARNGSP_PC1_20110607	ARNGSP_PC1_20120605	ARNGSP_PC1_20130627	ARNGSP_PC1_20140611	ARNGSP_PC1_20150610	ARNGSP_PC1_20160115	ARNGSP_PC1_20160614	ARNGSP_PC1_20161207	ARNGSP_PC1_20170511	ARNGSP_PC1_20180504	ARNGSP_PC1_20181114	ARNGSP_PC1_20190501	ARNGSP_PC1_20191107	ARNGSP_PC1_20200407	ARNGSP_PC1_20201002	ARNGSP_PC1_20210326	ARNGSP_PC1_20211001	ARNGSP_PC1_20220331	ARNGSP_PC1_20220930	AZNGSP	CANGSP_PC1_20070607	CANGSP_PC1_20080605	CANGSP_PC1_20090602	CANGSP_PC1_20101118	CANGSP_PC1_20110607	CANGSP_PC1_20120605	CANGSP_PC1_20130627	CANGSP_PC1_20140611	CANGSP_PC1_20150610	CANGSP_PC1_20160115	CANGSP_PC1_20160614	CANGSP_PC1_20161207	CANGSP_PC1_20170511	CANGSP_PC1_20180504	CANGSP_PC1_20181114	CANGSP_PC1_20190501	CANGSP_PC1_20191107	CANGSP_PC1_20200407	CANGSP_PC1_20201002	CANGSP_PC1_20210326	CANGSP_PC1_20211001	CANGSP_PC1_20220331	CANGSP_PC1_20220930	CONGSP_PC1_20070607	CONGSP_PC1_20080605	CONGSP_PC1_20090602	CONGSP_PC1_20101118	CONGSP_PC1_20110607	CONGSP_PC1_20120605	CONGSP_PC1_20130627	CONGSP_PC1_20140611	CONGSP_PC1_20150610	CONGSP_PC1_20160115	CONGSP_PC1_20160614	CONGSP_PC1_20161207	CONGSP_PC1_20170511	CONGSP_PC1_20180504	CONGSP_PC1_20181114	CONGSP_PC1_20190501	CONGSP_PC1_20191107	CONGSP_PC1_20200407	CONGSP_PC1_20201002	CONGSP_PC1_20210326	CONGSP_PC1_20211001	CONGSP_PC1_20220331	CONGSP_PC1_20220930	CTNGSP_PC1_20070607	CTNGSP_PC1_20080605	CTNGSP_PC1_20090602	CTNGSP_PC1_20101118	CTNGSP_PC1_20110607	CTNGSP_PC1_20120605	CTNGSP_PC1_20130627	CTNGSP_PC1_20140611	CTNGSP_PC1_20150610	CTNGSP_PC1_20160115	CTNGSP_PC1_20160614	CTNGSP_PC1_20161207	CTNGSP_PC1_20170511	CTNGSP_PC1_20180504	CTNGSP_PC1_20181114	CTNGSP_PC1_20190501	CTNGSP_PC1_20191107	CTNGSP_PC1_20200407	CTNGSP_PC1_20201002	CTNGSP_PC1_20210326	CTNGSP_PC1_20211001	CTNGSP_PC1_20220331	CTNGSP_PC1_20220930	FLNGSP_PC1_20070607	FLNGSP_PC1_20080605	FLNGSP_PC1_20090602	FLNGSP_PC1_20101118	FLNGSP_PC1_20110607	FLNGSP_PC1_20120605	FLNGSP_PC1_20130627	FLNGSP_PC1_20140611	FLNGSP_PC1_20150610	FLNGSP_PC1_20160115	FLNGSP_PC1_20160614	FLNGSP_PC1_20161207	FLNGSP_PC1_20170511	FLNGSP_PC1_20180504	FLNGSP_PC1_20181114	FLNGSP_PC1_20190501	FLNGSP_PC1_20191107	FLNGSP_PC1_20200407	FLNGSP_PC1_20201002	FLNGSP_PC1_20210326	FLNGSP_PC1_20211001	FLNGSP_PC1_20220331	FLNGSP_PC1_20220930	FLRGSP_PC1_20070607	FLRGSP_PC1_20080605	FLRGSP_PC1_20090602	FLRGSP_PC1_20101118	FLRGSP_PC1_20110607	FLRGSP_PC1_20120605	FLRGSP_PC1_20130627	FLRGSP_PC1_20140611	FLRGSP_PC1_20150610	FLRGSP_PC1_20160115	FLRGSP_PC1_20160614	FLRGSP_PC1_20161207	FLRGSP_PC1_20170511	FLRGSP_PC1_20180504	FLRGSP_PC1_20181114	FLRGSP_PC1_20190501	FLRGSP_PC1_20191107	FLRGSP_PC1_20200407	FLRGSP_PC1_20201002	FLRGSP_PC1_20210326	FLRGSP_PC1_20211001	FLRGSP_PC1_20220331	FLRGSP_PC1_20220930	GANGSP_PC1_20070607	GANGSP_PC1_20080605	GANGSP_PC1_20090602	GANGSP_PC1_20101118	GANGSP_PC1_20110607	GANGSP_PC1_20120605	GANGSP_PC1_20130627	GANGSP_PC1_20140611	GANGSP_PC1_20150610	GANGSP_PC1_20160115	GANGSP_PC1_20160614	GANGSP_PC1_20161207	GANGSP_PC1_20170511	GANGSP_PC1_20180504	GANGSP_PC1_20181114	GANGSP_PC1_20190501	GANGSP_PC1_20191107	GANGSP_PC1_20200407	GANGSP_PC1_20201002	GANGSP_PC1_20210326	GANGSP_PC1_20211001	GANGSP_PC1_20220331	GANGSP_PC1_20220930	HINGSP_PC1_20070607	HINGSP_PC1_20080605	HINGSP_PC1_20090602	HINGSP_PC1_20101118	HINGSP_PC1_20110607	HINGSP_PC1_20120605	HINGSP_PC1_20130627	HINGSP_PC1_20140611	HINGSP_PC1_20150610	HINGSP_PC1_20160115	HINGSP_PC1_20160614	HINGSP_PC1_20161207	HINGSP_PC1_20170511	HINGSP_PC1_20180504	HINGSP_PC1_20181114	HINGSP_PC1_20190501	HINGSP_PC1_20191107	HINGSP_PC1_20200407	HINGSP_PC1_20201002	HINGSP_PC1_20210326	HINGSP_PC1_20211001	HINGSP_PC1_20220331	HINGSP_PC1_20220930	IANGSP_PC1_20070607	IANGSP_PC1_20080605	IANGSP_PC1_20090602	IANGSP_PC1_20101118	IANGSP_PC1_20110607	IANGSP_PC1_20120605	IANGSP_PC1_20130627	IANGSP_PC1_20140611	IANGSP_PC1_20150610	IANGSP_PC1_20160115	IANGSP_PC1_20160614	IANGSP_PC1_20161207	IANGSP_PC1_20170511	IANGSP_PC1_20180504	IANGSP_PC1_20181114	IANGSP_PC1_20190501	IANGSP_PC1_20191107	IANGSP_PC1_20200407	IANGSP_PC1_20201002	IANGSP_PC1_20210326	IANGSP_PC1_20211001	IANGSP_PC1_20220331	IANGSP_PC1_20220930	ILNGSP_PC1_20070607	ILNGSP_PC1_20080605	ILNGSP_PC1_20090602	ILNGSP_PC1_20101118	ILNGSP_PC1_20110607	ILNGSP_PC1_20120605	ILNGSP_PC1_20130627	ILNGSP_PC1_20140611	ILNGSP_PC1_20150610	ILNGSP_PC1_20160115	ILNGSP_PC1_20160614	ILNGSP_PC1_20161207	ILNGSP_PC1_20170511	ILNGSP_PC1_20180504	ILNGSP_PC1_20181114	ILNGSP_PC1_20190501	ILNGSP_PC1_20191107	ILNGSP_PC1_20200407	ILNGSP_PC1_20201002	ILNGSP_PC1_20210326	ILNGSP_PC1_20211001	ILNGSP_PC1_20220331	ILNGSP_PC1_20220930	INNGSP_PC1_20070607	INNGSP_PC1_20080605	INNGSP_PC1_20090602	INNGSP_PC1_20101118	INNGSP_PC1_20110607	INNGSP_PC1_20120605	INNGSP_PC1_20130627	INNGSP_PC1_20140611	INNGSP_PC1_20150610	INNGSP_PC1_20160115	INNGSP_PC1_20160614	INNGSP_PC1_20161207	INNGSP_PC1_20170511	INNGSP_PC1_20180504	INNGSP_PC1_20181114	INNGSP_PC1_20190501	INNGSP_PC1_20191107	INNGSP_PC1_20200407	INNGSP_PC1_20201002	INNGSP_PC1_20210326	INNGSP_PC1_20211001	INNGSP_PC1_20220331	INNGSP_PC1_20220930	KSNGSP_PC1_20070607	KSNGSP_PC1_20080605	KSNGSP_PC1_20090602	KSNGSP_PC1_20101118	KSNGSP_PC1_20110607	KSNGSP_PC1_20120605	KSNGSP_PC1_20130627	KSNGSP_PC1_20140611	KSNGSP_PC1_20150610	KSNGSP_PC1_20160115	KSNGSP_PC1_20160614	KSNGSP_PC1_20161207	KSNGSP_PC1_20170511	KSNGSP_PC1_20180504	KSNGSP_PC1_20181114	KSNGSP_PC1_20190501	KSNGSP_PC1_20191107	KSNGSP_PC1_20200407	KSNGSP_PC1_20201002	KSNGSP_PC1_20210326	KSNGSP_PC1_20211001	KSNGSP_PC1_20220331	KSNGSP_PC1_20220930	KYNGSP_PC1_20070607	KYNGSP_PC1_20080605	KYNGSP_PC1_20090602	KYNGSP_PC1_20101118	KYNGSP_PC1_20110607	KYNGSP_PC1_20120605	KYNGSP_PC1_20130627	KYNGSP_PC1_20140611	KYNGSP_PC1_20150610	KYNGSP_PC1_20160115	KYNGSP_PC1_20160614	KYNGSP_PC1_20161207	KYNGSP_PC1_20170511	KYNGSP_PC1_20180504	KYNGSP_PC1_20181114	KYNGSP_PC1_20190501	KYNGSP_PC1_20191107	KYNGSP_PC1_20200407	KYNGSP_PC1_20201002	KYNGSP_PC1_20210326	KYNGSP_PC1_20211001	KYNGSP_PC1_20220331	KYNGSP_PC1_20220930	LANGSP_PC1_20070607	LANGSP_PC1_20080605	LANGSP_PC1_20090602	LANGSP_PC1_20101118	LANGSP_PC1_20110607	LANGSP_PC1_20120605	LANGSP_PC1_20130627	LANGSP_PC1_20140611	LANGSP_PC1_20150610	LANGSP_PC1_20160115	LANGSP_PC1_20160614	LANGSP_PC1_20161207	LANGSP_PC1_20170511	LANGSP_PC1_20180504	LANGSP_PC1_20181114	LANGSP_PC1_20190501	LANGSP_PC1_20191107	LANGSP_PC1_20200407	LANGSP_PC1_20201002	LANGSP_PC1_20210326	LANGSP_PC1_20211001	LANGSP_PC1_20220331	LANGSP_PC1_20220930	MANGSP_PC1_20070607	MANGSP_PC1_20080605	MANGSP_PC1_20090602	MANGSP_PC1_20101118	MANGSP_PC1_20110607	MANGSP_PC1_20120605	MANGSP_PC1_20130627	MANGSP_PC1_20140611	MANGSP_PC1_20150610	MANGSP_PC1_20160115	MANGSP_PC1_20160614	MANGSP_PC1_20161207	MANGSP_PC1_20170511	MANGSP_PC1_20180504	MANGSP_PC1_20181114	MANGSP_PC1_20190501	MANGSP_PC1_20191107	MANGSP_PC1_20200407	MANGSP_PC1_20201002	MANGSP_PC1_20210326	MANGSP_PC1_20211001	MANGSP_PC1_20220331	MANGSP_PC1_20220930	MDNGSP_PC1_20070607	MDNGSP_PC1_20080605	MDNGSP_PC1_20090602	MDNGSP_PC1_20101118	MDNGSP_PC1_20110607	MDNGSP_PC1_20120605	MDNGSP_PC1_20130627	MDNGSP_PC1_20140611	MDNGSP_PC1_20150610	MDNGSP_PC1_20160115	MDNGSP_PC1_20160614	MDNGSP_PC1_20161207	MDNGSP_PC1_20170511	MDNGSP_PC1_20180504	MDNGSP_PC1_20181114	MDNGSP_PC1_20190501	MDNGSP_PC1_20191107	MDNGSP_PC1_20200407	MDNGSP_PC1_20201002	MDNGSP_PC1_20210326	MDNGSP_PC1_20211001	MDNGSP_PC1_20220331	MDNGSP_PC1_20220930	MENGSP_PC1_20070607	MENGSP_PC1_20080605	MENGSP_PC1_20090602	MENGSP_PC1_20101118	MENGSP_PC1_20110607	MENGSP_PC1_20120605	MENGSP_PC1_20130627	MENGSP_PC1_20140611	MENGSP_PC1_20150610	MENGSP_PC1_20160115	MENGSP_PC1_20160614	MENGSP_PC1_20161207	MENGSP_PC1_20170511	MENGSP_PC1_20180504	MENGSP_PC1_20181114	MENGSP_PC1_20190501	MENGSP_PC1_20191107	MENGSP_PC1_20200407	MENGSP_PC1_20201002	MENGSP_PC1_20210326	MENGSP_PC1_20211001	MENGSP_PC1_20220331	MENGSP_PC1_20220930	MINGSP_PC1_20070607	MINGSP_PC1_20080605	MINGSP_PC1_20090602	MINGSP_PC1_20101118	MINGSP_PC1_20110607	MINGSP_PC1_20120605	MINGSP_PC1_20130627	MINGSP_PC1_20140611	MINGSP_PC1_20150610	MINGSP_PC1_20160115	MINGSP_PC1_20160614	MINGSP_PC1_20161207	MINGSP_PC1_20170511	MINGSP_PC1_20180504	MINGSP_PC1_20181114	MINGSP_PC1_20190501	MINGSP_PC1_20191107	MINGSP_PC1_20200407	MINGSP_PC1_20201002	MINGSP_PC1_20210326	MINGSP_PC1_20211001	MINGSP_PC1_20220331	MINGSP_PC1_20220930	MNNGSP_PC1_20070607	MNNGSP_PC1_20080605	MNNGSP_PC1_20090602	MNNGSP_PC1_20101118	MNNGSP_PC1_20110607	MNNGSP_PC1_20120605	MNNGSP_PC1_20130627	MNNGSP_PC1_20140611	MNNGSP_PC1_20150610	MNNGSP_PC1_20160115	MNNGSP_PC1_20160614	MNNGSP_PC1_20161207	MNNGSP_PC1_20170511	MNNGSP_PC1_20180504	MNNGSP_PC1_20181114	MNNGSP_PC1_20190501	MNNGSP_PC1_20191107	MNNGSP_PC1_20200407	MNNGSP_PC1_20201002	MNNGSP_PC1_20210326	MNNGSP_PC1_20211001	MNNGSP_PC1_20220331	MNNGSP_PC1_20220930	MSNGSP_PC1_20070607	MSNGSP_PC1_20080605	MSNGSP_PC1_20090602	MSNGSP_PC1_20101118	MSNGSP_PC1_20110607	MSNGSP_PC1_20120605	MSNGSP_PC1_20130627	MSNGSP_PC1_20140611	MSNGSP_PC1_20150610	MSNGSP_PC1_20160115	MSNGSP_PC1_20160614	MSNGSP_PC1_20161207	MSNGSP_PC1_20170511	MSNGSP_PC1_20180504	MSNGSP_PC1_20181114
1997-01-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	132281.0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1998-01-01	-7.44366	-7.44366	-7.44366	-7.38548	-7.38548	-7.39460	-7.39460	-6.94085	-6.58308	-6.58308	-6.58308	-5.56473	-5.56473	-5.56473	-6.11541	-6.11541	-6.11541	-6.11541	-6.09457	-6.09457	-6.13425	-6.13425	-6.13425	4.12269	4.12269	4.12269	4.56840	4.56840	4.55737	4.55737	5.88201	5.24116	5.24116	5.24116	4.98570	4.98570	4.98570	5.10811	5.10811	5.10811	5.10811	5.21826	5.21826	5.15218	5.15218	5.15218	4.52671	4.52671	4.52671	3.22209	3.22209	3.24647	3.24647	3.74350	4.06155	4.06155	4.06155	3.07529	3.07529	3.07529	4.30448	4.30448	4.30448	4.30448	4.29723	4.29723	4.26158	4.26158	4.26158	143302.6	6.54801	6.54801	6.54801	7.22187	7.22187	7.20369	7.20369	6.92608	7.09495	7.09495	7.09495	6.44277	6.44277	6.44277	7.22245	7.22245	7.22245	7.22245	7.15161	7.15161	7.13306	7.13306	7.13306	7.73549	7.73549	7.73549	6.80784	6.80784	6.91357	6.91357	8.39697	9.36271	9.36271	9.36271	10.80976	10.80976	10.80976	10.02844	10.02844	10.02844	10.02844	9.82189	9.82189	9.81112	9.81112	9.81112	5.57379	5.57379	5.57379	4.76211	4.76211	4.79784	4.79784	4.76842	5.34444	5.34444	5.34444	5.56928	5.56928	5.56928	4.93809	4.93809	4.93809	4.93809	4.96888	4.96888	5.16418	5.16418	5.16418	6.56992	6.56992	6.56992	6.56354	6.56354	6.48422	6.48422	5.74445	6.86118	6.86118	6.86118	7.99175	7.99175	7.99175	7.05491	7.05491	7.05491	7.05491	6.84594	6.84594	6.87439	6.87439	6.87439	5.03750	5.03750	5.03750	4.82585	4.82585	4.70906	4.70906	3.76788	4.89364	4.89358	4.89355	6.01516	6.01516	6.01516	5.21441	5.21441	5.21441	5.21441	5.00366	5.00366	5.03128	5.03128	5.03128	7.64061	7.64061	7.64061	7.30872	7.30872	7.25834	7.25834	10.99954	8.88288	8.88288	8.88288	9.00133	9.00133	9.00133	9.19169	9.19169	9.19169	9.19169	9.32914	9.32914	9.40312	9.40312	9.40312	0.00799	0.00799	0.00799	0.38827	0.38827	-0.03155	-0.03155	-1.36390	-0.75959	-0.75959	-0.75959	-0.18590	-0.18590	-0.18590	-0.08100	-0.08100	-0.08100	-0.08100	-0.20955	-0.20955	-0.22409	-0.22409	-0.22409	2.12639	2.12639	2.12639	2.43631	2.43631	2.43458	2.43458	1.97391	2.49573	2.49573	2.49573	2.21673	2.21673	2.21673	2.39148	2.39148	2.39148	2.39148	2.35159	2.35159	2.32542	2.32542	2.32542	4.91928	4.91928	4.91928	4.73097	4.73097	4.80117	4.80117	5.83326	4.88502	4.88502	4.88502	4.37338	4.37338	4.37338	4.90559	4.90559	4.90559	4.90559	5.02119	5.02119	5.06150	5.06150	5.06150	6.42060	6.42060	6.42060	7.00932	7.00932	7.00656	7.00656	7.64873	8.12725	8.12725	8.12725	8.00294	8.00294	8.00294	8.23054	8.23054	8.23054	8.23054	8.16155	8.16155	8.17212	8.17212	8.17212	5.45851	5.45851	5.45851	5.38232	5.38232	5.39632	5.39632	3.66410	5.15025	5.15025	5.15025	5.24929	5.24929	5.24929	5.10844	5.10844	5.10844	5.10844	4.97523	4.97523	4.98203	4.98203	4.98203	2.92079	2.92079	2.92079	4.38754	4.38754	4.40120	4.40120	4.28119	4.52508	4.52508	4.52508	4.56735	4.56735	4.56735	4.84988	4.84988	4.84988	4.84988	4.64730	4.64730	4.62580	4.62580	4.62580	4.25919	4.25919	4.25919	4.03141	4.03141	4.06332	4.06332	2.48174	2.94309	2.94309	2.94309	2.12829	2.12829	2.12829	3.37749	3.37749	3.37749	3.37749	3.36015	3.36015	3.34003	3.34003	3.34003	6.42483	6.42483	6.42483	5.39064	5.39064	5.40449	5.40449	5.23335	5.05961	5.05961	5.05961	5.00114	5.00114	5.00114	4.98819	4.98819	4.98819	4.98819	5.14017	5.14017	5.07090	5.07090	5.07090	5.07010	5.07010	5.07010	5.82122	5.82122	5.80983	5.80983	5.43851	6.48402	6.48402	6.48402	5.74136	5.74136	5.74136	6.68042	6.68042	6.68042	6.68042	6.67427	6.67427	6.65738	6.65738	6.65738	2.77913	2.77913	2.77913	5.66411	5.66411	5.70262	5.70262	3.23000	4.89650	4.89650	4.89650	5.44922	5.44922	5.44922	5.01459	5.01459	5.01459	5.01459	5.01510	5.01510	5.02247	5.02247	5.02247	3.49071	3.49071	3.49071	4.40480	4.40480	4.37203	4.37203	3.16277	4.42869	4.42869	4.42869	3.50063	3.50063	3.50063	4.25816	4.25816	4.25816	4.25816	4.32933	4.32933	4.29274	4.29274	4.29274	5.74523	5.74523	5.74523	6.62110	6.62110	6.68329	6.68329	7.47103	6.81208	6.81208	6.81208	6.24626	6.24626	6.24626	6.65128	6.65128	6.65128	6.65128	6.77702	6.77702	6.74980	6.74980	6.74980	4.41557	4.41557	4.41557	4.78088	4.78088	4.77415	4.77415	4.29619	4.36947	4.36947	4.36947	4.58474	4.58474	4.58474	4.54646
1999-01-01	4.99460	4.99460	4.99460	2.37646	2.37646	2.34274	2.34274	2.79022	2.74234	2.74234	2.74234	2.72160	2.72160	2.72160	2.32599	2.32599	2.32599	2.32599	2.27715	2.27715	2.13311	2.13311	2.13311	4.93831	4.93831	4.93831	5.24333	5.24333	5.23949	5.23949	5.63593	5.40009	5.40009	5.40009	5.11909	5.11909	5.11909	5.14294	5.14294	5.14294	5.14294	5.12955	5.12955	4.96144	4.96144	4.96144	6.06844	6.06844	6.06844	7.00397	7.00397	7.04175	7.04175	7.18205	7.00534	7.00534	7.00534	7.12967	7.12967	7.12967	7.00516	7.00516	7.00516	7.00516	7.04095	7.04095	7.07505	7.07505	7.07505	155755.8	8.72156	8.72156	8.72156	8.75458	8.75458	8.78033	8.78033	8.80098	8.61867	8.61867	8.61867	8.41677	8.41677	8.41677	8.64679	8.64679	8.64679	8.64679	8.69294	8.69294	8.22463	8.22463	8.22463	9.16737	9.16737	9.16737	9.24660	9.24660	9.35419	9.35419	8.89622	8.86641	8.86641	8.86641	9.48491	9.48491	9.48491	9.20664	9.20664	9.20664	9.20664	9.15616	9.15616	8.93587	8.93587	8.93587	3.39128	3.39128	3.39128	4.00491	4.00491	3.93947	3.93947	4.24244	4.17638	4.17638	4.17638	4.59533	4.59533	4.59533	4.70304	4.70304	4.70304	4.70304	4.75904	4.75904	4.68258	4.68258	4.68258	6.09178	6.09178	6.09178	7.07218	7.07218	7.12986	7.12986	6.48711	6.50410	6.50410	6.50410	6.96880	6.96880	6.96880	6.56981	6.56981	6.56981	6.56981	6.43298	6.43298	6.73920	6.73920	6.73920	4.05784	4.05784	4.05784	4.96095	4.96095	5.00353	5.00353	4.44538	4.42637	4.42627	4.42639	4.91740	4.91740	4.91740	4.48887	4.48887	4.48887	4.48887	4.34291	4.34291	4.63756	4.63756	4.63756	8.39945	8.39945	8.39945	9.08097	9.08097	9.09863	9.09863	8.95652	8.87312	8.87312	8.87312	9.00739	9.00739	9.00739	9.09772	9.09772	9.09772	9.09772	9.09270	9.09270	8.98472	8.98472	8.98472	2.86559	2.86559	2.86559	3.15994	3.15994	3.45354	3.45354	4.25730	4.11938	4.11938	4.11938	4.36078	4.36078	4.36078	4.32166	4.32166	4.32166	4.32166	4.31985	4.31985	3.63529	3.63529	3.63529	2.92595	2.92595	2.92595	4.17795	4.17795	4.20341	4.20341	3.72798	3.61516	3.61516	3.61516	3.58290	3.58290	3.58290	3.68482	3.68482	3.68482	3.68482	3.68390	3.68390	3.70776	3.70776	3.70776	4.69406	4.69406	4.69406	4.96289	4.96289	4.92513	4.92513	5.04109	5.05264	5.05264	5.05264	5.31004	5.31004	5.31004	5.30884	5.30884	5.30884	5.30884	5.40336	5.40336	5.44338	5.44338	5.44338	3.81647	3.81647	3.81647	4.25754	4.25754	4.31520	4.31520	4.75020	4.63250	4.63250	4.63250	4.59951	4.59951	4.59951	4.61502	4.61502	4.61502	4.61502	4.53944	4.53944	4.76649	4.76649	4.76649	3.49845	3.49845	3.49845	4.66661	4.66661	4.60350	4.60350	4.68403	4.84112	4.84112	4.84112	4.45537	4.45537	4.45537	4.29951	4.29951	4.29951	4.29951	4.19073	4.19073	4.46761	4.46761	4.46761	4.28901	4.28901	4.28901	5.15796	5.15796	5.15361	5.15361	5.51327	5.52708	5.52708	5.52708	5.29014	5.29014	5.29014	5.10897	5.10897	5.10897	5.10897	5.11699	5.11699	5.23348	5.23348	5.23348	5.04891	5.04891	5.04891	3.60395	3.60395	3.29119	3.29119	4.74314	4.67470	4.67470	4.67470	4.86667	4.86667	4.86667	4.61731	4.61731	4.61731	4.61731	4.61723	4.61723	4.66663	4.66663	4.66663	7.00528	7.00528	7.00528	6.33509	6.33509	6.45057	6.45057	6.25347	6.21690	6.21690	6.21690	6.28287	6.28287	6.28287	6.27130	6.27130	6.27130	6.27130	6.38260	6.38260	6.15542	6.15542	6.15542	5.81585	5.81585	5.81585	6.42556	6.42556	6.47426	6.47426	6.29690	6.17554	6.17554	6.17554	6.20771	6.20771	6.20771	6.01653	6.01653	6.01653	6.01653	6.01640	6.01640	6.04740	6.04740	6.04740	5.13693	5.13693	5.13693	6.40826	6.40826	6.40730	6.40730	6.61950	6.75327	6.75327	6.75327	6.85003	6.85003	6.85003	6.88758	6.88758	6.88758	6.88758	6.90251	6.90251	7.01886	7.01886	7.01886	5.40411	5.40411	5.40411	6.36927	6.36927	6.27217	6.27217	7.05811	7.52544	7.52544	7.52544	7.73317	7.73317	7.73317	7.98123	7.98123	7.98123	7.98123	8.04909	8.04909	8.19484	8.19484	8.19484	4.83757	4.83757	4.83757	5.99526	5.99526	5.96386	5.96386	5.68681	5.39023	5.39023	5.39023	5.23486	5.23486	5.23486	5.02566	5.02566	5.02566	5.02566	4.96309	4.96309	5.30512	5.30512	5.30512	4.16935	4.16935	4.16935	4.94476	4.94476	4.92219	4.92219	4.81092	4.77295	4.77295	4.77295	4.71430	4.71430	4.71430	4.64796
