observation_date	MSNGSP_PC1_20190501	MSNGSP_PC1_20191107	MSNGSP_PC1_20200407	MSNGSP_PC1_20201002	MSNGSP_PC1_20210326	MSNGSP_PC1_20211001	MSNGSP_PC1_20220331	MSNGSP_PC1_20220930	MTNGSP_PC1_20070607	MTNGSP_PC1_20080605	MTNGSP_PC1_20090602	MTNGSP_PC1_20101118	MTNGSP_PC1_20110607	MTNGSP_PC1_20120605	MTNGSP_PC1_20130627	MTNGSP_PC1_20140611	MTNGSP_PC1_20150610	MTNGSP_PC1_20160115	MTNGSP_PC1_20160614	MTNGSP_PC1_20161207	MTNGSP_PC1_20170511	MTNGSP_PC1_20180504	MTNGSP_PC1_20181114	MTNGSP_PC1_20190501	MTNGSP_PC1_20191107	MTNGSP_PC1_20200407	MTNGSP_PC1_20201002	MTNGSP_PC1_20210326	MTNGSP_PC1_20211001	MTNGSP_PC1_20220331	MTNGSP_PC1_20220930	NCNGSP_PC1_20070607	NCNGSP_PC1_20080605	NCNGSP_PC1_20090602	NCNGSP_PC1_20101118	NCNGSP_PC1_20110607	NCNGSP_PC1_20120605	NCNGSP_PC1_20130627	NCNGSP_PC1_20140611	NCNGSP_PC1_20150610	NCNGSP_PC1_20160115	NCNGSP_PC1_20160614	NCNGSP_PC1_20161207	NCNGSP_PC1_20170511	NCNGSP_PC1_20180504	NCNGSP_PC1_20181114	NCNGSP_PC1_20190501	NCNGSP_PC1_20191107	NCNGSP_PC1_20200407	NCNGSP_PC1_20201002	NCNGSP_PC1_20210326	NCNGSP_PC1_20211001	NCNGSP_PC1_20220331	NCNGSP_PC1_20220930	NENGSP_PC1_20070607	NENGSP_PC1_20080605	NENGSP_PC1_20090602	NENGSP_PC1_20101118	NENGSP_PC1_20110607	NENGSP_PC1_20120605	NENGSP_PC1_20130627	NENGSP_PC1_20140611	NENGSP_PC1_20150610	NENGSP_PC1_20160115	NENGSP_PC1_20160614	NENGSP_PC1_20161207	NENGSP_PC1_20170511	NENGSP_PC1_20180504	NENGSP_PC1_20181114	NENGSP_PC1_20190501	NENGSP_PC1_20191107	NENGSP_PC1_20200407	NENGSP_PC1_20201002	NENGSP_PC1_20210326	NENGSP_PC1_20211001	NENGSP_PC1_20220331	NENGSP_PC1_20220930	NHNGSP_PC1_20070607	NHNGSP_PC1_20080605	NHNGSP_PC1_20090602	NHNGSP_PC1_20101118	NHNGSP_PC1_20110607	NHNGSP_PC1_20120605	NHNGSP_PC1_20130627	NHNGSP_PC1_20140611	NHNGSP_PC1_20150610	NHNGSP_PC1_20160115	NHNGSP_PC1_20160614	NHNGSP_PC1_20161207	NHNGSP_PC1_20170511	NHNGSP_PC1_20180504	NHNGSP_PC1_20181114	NHNGSP_PC1_20190501	NHNGSP_PC1_20191107	NHNGSP_PC1_20200407	NHNGSP_PC1_20201002	NHNGSP_PC1_20210326	NHNGSP_PC1_20211001	NHNGSP_PC1_20220331	NHNGSP_PC1_20220930	NJNGSP_PC1_20070607	NJNGSP_PC1_20080605	NJNGSP_PC1_20090602	NJNGSP_PC1_20101118	NJNGSP_PC1_20110607	NJNGSP_PC1_20120605	NJNGSP_PC1_20130627	NJNGSP_PC1_20140611	NJNGSP_PC1_20150610	NJNGSP_PC1_20160115	NJNGSP_PC1_20160614	NJNGSP_PC1_20161207	NJNGSP_PC1_20170511	NJNGSP_PC1_20180504	NJNGSP_PC1_20181114	NJNGSP_PC1_20190501	NJNGSP_PC1_20191107	NJNGSP_PC1_20200407	NJNGSP_PC1_20201002	NJNGSP_PC1_20210326	NJNGSP_PC1_20211001	NJNGSP_PC1_20220331	NJNGSP_PC1_20220930	NYNGSP_PC1_20070607	NYNGSP_PC1_20080605	NYNGSP_PC1_20090602	NYNGSP_PC1_20101118	NYNGSP_PC1_20110607	NYNGSP_PC1_20120605	NYNGSP_PC1_20130627	NYNGSP_PC1_20140611	NYNGSP_PC1_20150610	NYNGSP_PC1_20160115	NYNGSP_PC1_20160614	NYNGSP_PC1_20161207	NYNGSP_PC1_20170511	NYNGSP_PC1_20180504	NYNGSP_PC1_20181114	NYNGSP_PC1_20190501	NYNGSP_PC1_20191107	NYNGSP_PC1_20200407	NYNGSP_PC1_20201002	NYNGSP_PC1_20210326	NYNGSP_PC1_20211001	NYNGSP_PC1_20220331	NYNGSP_PC1_20220930	OHNGSP_PC1_20070607	OHNGSP_PC1_20080605	OHNGSP_PC1_20090602	OHNGSP_PC1_20101118	OHNGSP_PC1_20110607	OHNGSP_PC1_20120605	OHNGSP_PC1_20130627	OHNGSP_PC1_20140611	OHNGSP_PC1_20150610	OHNGSP_PC1_20160115	OHNGSP_PC1_20160614	OHNGSP_PC1_20161207	OHNGSP_PC1_20170511	OHNGSP_PC1_20180504	OHNGSP_PC1_20181114	OHNGSP_PC1_20190501	OHNGSP_PC1_20191107	OHNGSP_PC1_20200407	OHNGSP_PC1_20201002	OHNGSP_PC1_20210326	OHNGSP_PC1_20211001	OHNGSP_PC1_20220331	OHNGSP_PC1_20220930	OKNGSP_PC1_20070607	OKNGSP_PC1_20080605	OKNGSP_PC1_20090602	OKNGSP_PC1_20101118	OKNGSP_PC1_20110607	OKNGSP_PC1_20120605	OKNGSP_PC1_20130627	OKNGSP_PC1_20140611	OKNGSP_PC1_20150610	OKNGSP_PC1_20160115	OKNGSP_PC1_20160614	OKNGSP_PC1_20161207	OKNGSP_PC1_20170511	OKNGSP_PC1_20180504	OKNGSP_PC1_20181114	OKNGSP_PC1_20190501	OKNGSP_PC1_20191107	OKNGSP_PC1_20200407	OKNGSP_PC1_20201002	OKNGSP_PC1_20210326	OKNGSP_PC1_20211001	OKNGSP_PC1_20220331	OKNGSP_PC1_20220930	ORNGSP_PC1_20070607	ORNGSP_PC1_20080605	ORNGSP_PC1_20090602	ORNGSP_PC1_20101118	ORNGSP_PC1_20110607	ORNGSP_PC1_20120605	ORNGSP_PC1_20130627	ORNGSP_PC1_20140611	ORNGSP_PC1_20150610	ORNGSP_PC1_20160115	ORNGSP_PC1_20160614	ORNGSP_PC1_20161207	ORNGSP_PC1_20170511	ORNGSP_PC1_20180504	ORNGSP_PC1_20181114	ORNGSP_PC1_20190501	ORNGSP_PC1_20191107	ORNGSP_PC1_20200407	ORNGSP_PC1_20201002	ORNGSP_PC1_20210326	ORNGSP_PC1_20211001	ORNGSP_PC1_20220331	ORNGSP_PC1_20220930	PANGSP_PC1_20070607	PANGSP_PC1_20080605	PANGSP_PC1_20090602	PANGSP_PC1_20101118	PANGSP_PC1_20110607	PANGSP_PC1_20120605	PANGSP_PC1_20130627	PANGSP_PC1_20140611	PANGSP_PC1_20150610	PANGSP_PC1_20160115	PANGSP_PC1_20160614	PANGSP_PC1_20161207	PANGSP_PC1_20170511	PANGSP_PC1_20180504	PANGSP_PC1_20181114	PANGSP_PC1_20190501	PANGSP_PC1_20191107	PANGSP_PC1_20200407	PANGSP_PC1_20201002	PANGSP_PC1_20210326	PANGSP_PC1_20211001	PANGSP_PC1_20220331	PANGSP_PC1_20220930	RINGSP_PC1_20070607	RINGSP_PC1_20080605	RINGSP_PC1_20090602	RINGSP_PC1_20101118	RINGSP_PC1_20110607	RINGSP_PC1_20120605	RINGSP_PC1_20130627	RINGSP_PC1_20140611	RINGSP_PC1_20150610	RINGSP_PC1_20160115	RINGSP_PC1_20160614	RINGSP_PC1_20161207	RINGSP_PC1_20170511	RINGSP_PC1_20180504	RINGSP_PC1_20181114	RINGSP_PC1_20190501	RINGSP_PC1_20191107	RINGSP_PC1_20200407	RINGSP_PC1_20201002	RINGSP_PC1_20210326	RINGSP_PC1_20211001	RINGSP_PC1_20220331	RINGSP_PC1_20220930	SCNGSP_PC1_20070607	SCNGSP_PC1_20080605	SCNGSP_PC1_20090602	SCNGSP_PC1_20101118	SCNGSP_PC1_20110607	SCNGSP_PC1_20120605	SCNGSP_PC1_20130627	SCNGSP_PC1_20140611	SCNGSP_PC1_20150610	SCNGSP_PC1_20160115	SCNGSP_PC1_20160614	SCNGSP_PC1_20161207	SCNGSP_PC1_20170511	SCNGSP_PC1_20180504	SCNGSP_PC1_20181114	SCNGSP_PC1_20190501	SCNGSP_PC1_20191107	SCNGSP_PC1_20200407	SCNGSP_PC1_20201002	SCNGSP_PC1_20210326	SCNGSP_PC1_20211001	SCNGSP_PC1_20220331	SCNGSP_PC1_20220930	SDNGSP_PC1_20070607	SDNGSP_PC1_20080605	SDNGSP_PC1_20090602	SDNGSP_PC1_20101118	SDNGSP_PC1_20110607	SDNGSP_PC1_20120605	SDNGSP_PC1_20130627	SDNGSP_PC1_20140611	SDNGSP_PC1_20150610	SDNGSP_PC1_20160115	SDNGSP_PC1_20160614	SDNGSP_PC1_20161207	SDNGSP_PC1_20170511	SDNGSP_PC1_20180504	SDNGSP_PC1_20181114	SDNGSP_PC1_20190501	SDNGSP_PC1_20191107	SDNGSP_PC1_20200407	SDNGSP_PC1_20201002	SDNGSP_PC1_20210326	SDNGSP_PC1_20211001	SDNGSP_PC1_20220331	SDNGSP_PC1_20220930	TNNGSP_PC1_20070607	TNNGSP_PC1_20080605	TNNGSP_PC1_20090602	TNNGSP_PC1_20101118	TNNGSP_PC1_20110607	TNNGSP_PC1_20120605	TNNGSP_PC1_20130627	TNNGSP_PC1_20140611	TNNGSP_PC1_20150610	TNNGSP_PC1_20160115	TNNGSP_PC1_20160614	TNNGSP_PC1_20161207	TNNGSP_PC1_20170511	TNNGSP_PC1_20180504	TNNGSP_PC1_20181114	TNNGSP_PC1_20190501	TNNGSP_PC1_20191107	TNNGSP_PC1_20200407	TNNGSP_PC1_20201002	TNNGSP_PC1_20210326	TNNGSP_PC1_20211001	TNNGSP_PC1_20220331	TNNGSP_PC1_20220930	TXNGSP_PC1_20070607	TXNGSP_PC1_20080605	TXNGSP_PC1_20090602	TXNGSP_PC1_20101118	TXNGSP_PC1_20110607	TXNGSP_PC1_20120605	TXNGSP_PC1_20130627	TXNGSP_PC1_20140611	TXNGSP_PC1_20150610	TXNGSP_PC1_20160115	TXNGSP_PC1_20160614	TXNGSP_PC1_20161207	TXNGSP_PC1_20170511	TXNGSP_PC1_20180504	TXNGSP_PC1_20181114	TXNGSP_PC1_20190501	TXNGSP_PC1_20191107	TXNGSP_PC1_20200407	TXNGSP_PC1_20201002	TXNGSP_PC1_20210326	TXNGSP_PC1_20211001	TXNGSP_PC1_20220331	TXNGSP_PC1_20220930	UTNGSP_PC1_20070607	UTNGSP_PC1_20080605	UTNGSP_PC1_20090602	UTNGSP_PC1_20101118	UTNGSP_PC1_20110607	UTNGSP_PC1_20120605	UTNGSP_PC1_20130627	UTNGSP_PC1_20140611	UTNGSP_PC1_20150610	UTNGSP_PC1_20160115	UTNGSP_PC1_20160614	UTNGSP_PC1_20161207	UTNGSP_PC1_20170511	UTNGSP_PC1_20180504	UTNGSP_PC1_20181114	UTNGSP_PC1_20190501	UTNGSP_PC1_20191107	UTNGSP_PC1_20200407	UTNGSP_PC1_20201002	UTNGSP_PC1_20210326	UTNGSP_PC1_20211001	UTNGSP_PC1_20220331	UTNGSP_PC1_20220930	VANGSP_PC1_20070607	VANGSP_PC1_20080605	VANGSP_PC1_20090602	VANGSP_PC1_20101118	VANGSP_PC1_20110607	VANGSP_PC1_20120605	VANGSP_PC1_20130627	VANGSP_PC1_20140611	VANGSP_PC1_20150610	VANGSP_PC1_20160115	VANGSP_PC1_20160614	VANGSP_PC1_20161207	VANGSP_PC1_20170511	VANGSP_PC1_20180504	VANGSP_PC1_20181114	VANGSP_PC1_20190501	VANGSP_PC1_20191107	VANGSP_PC1_20200407	VANGSP_PC1_20201002	VANGSP_PC1_20210326	VANGSP_PC1_20211001	VANGSP_PC1_20220331	VANGSP_PC1_20220930	VTNGSP_PC1_20070607	VTNGSP_PC1_20080605	VTNGSP_PC1_20090602	VTNGSP_PC1_20101118	VTNGSP_PC1_20110607	VTNGSP_PC1_20120605	VTNGSP_PC1_20130627	VTNGSP_PC1_20140611	VTNGSP_PC1_20150610	VTNGSP_PC1_20160115	VTNGSP_PC1_20160614	VTNGSP_PC1_20161207	VTNGSP_PC1_20170511	VTNGSP_PC1_20180504	VTNGSP_PC1_20181114	VTNGSP_PC1_20190501	VTNGSP_PC1_20191107	VTNGSP_PC1_20200407	VTNGSP_PC1_20201002	VTNGSP_PC1_20210326	VTNGSP_PC1_20211001	VTNGSP_PC1_20220331	VTNGSP_PC1_20220930	WANGSP_PC1_20070607	WANGSP_PC1_20080605	WANGSP_PC1_20090602	WANGSP_PC1_20101118	WANGSP_PC1_20110607	WANGSP_PC1_20120605	WANGSP_PC1_20130627	WANGSP_PC1_20140611	WANGSP_PC1_20150610	WANGSP_PC1_20160115	WANGSP_PC1_20160614	WANGSP_PC1_20161207	WANGSP_PC1_20170511	WANGSP_PC1_20180504	WANGSP_PC1_20181114	WANGSP_PC1_20190501	WANGSP_PC1_20191107	WANGSP_PC1_20200407	WANGSP_PC1_20201002	WANGSP_PC1_20210326	WANGSP_PC1_20211001	WANGSP_PC1_20220331	WANGSP_PC1_20220930	WINGSP_PC1_20070607	WINGSP_PC1_20080605	WINGSP_PC1_20090602	WINGSP_PC1_20101118	WINGSP_PC1_20110607	WINGSP_PC1_20120605	WINGSP_PC1_20130627	WINGSP_PC1_20140611	WINGSP_PC1_20150610	WINGSP_PC1_20160115	WINGSP_PC1_20160614	WINGSP_PC1_20161207	WINGSP_PC1_20170511	WINGSP_PC1_20180504	WINGSP_PC1_20181114	WINGSP_PC1_20190501	WINGSP_PC1_20191107	WINGSP_PC1_20200407	WINGSP_PC1_20201002	WINGSP_PC1_20210326	WINGSP_PC1_20211001	WINGSP_PC1_20220331	WINGSP_PC1_20220930	WVNGSP_PC1_20070607	WVNGSP_PC1_20080605	WVNGSP_PC1_20090602	WVNGSP_PC1_20101118	WVNGSP_PC1_20110607	WVNGSP_PC1_20120605	WVNGSP_PC1_20130627	WVNGSP_PC1_20140611	WVNGSP_PC1_20150610	WVNGSP_PC1_20160115	WVNGSP_PC1_20160614	WVNGSP_PC1_20161207	WVNGSP_PC1_20170511	WVNGSP_PC1_20180504	WVNGSP_PC1_20181114	WVNGSP_PC1_20190501	WVNGSP_PC1_20191107	WVNGSP_PC1_20200407	WVNGSP_PC1_20201002	WVNGSP_PC1_20210326	WVNGSP_PC1_20211001	WVNGSP_PC1_20220331	WVNGSP_PC1_20220930	WYNGSP_PC1_20070607	WYNGSP_PC1_20080605	WYNGSP_PC1_20090602	WYNGSP_PC1_20101118	WYNGSP_PC1_20110607	WYNGSP_PC1_20120605	WYNGSP_PC1_20130627	WYNGSP_PC1_20140611
1997-01-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1998-01-01	4.54646	4.54646	4.54646	4.41735	4.41735	4.43458	4.43458	4.43458	3.87629	3.87629	3.87629	4.66594	4.66594	4.70411	4.70411	5.27103	5.27193	5.27193	5.27193	6.27281	6.27281	6.27281	5.89317	5.89317	5.89317	5.89317	5.83188	5.83188	5.90294	5.90294	5.90294	6.13465	6.13465	6.13465	6.12130	6.12130	6.16113	6.16113	5.33100	4.86695	4.86695	4.86695	6.45608	6.45608	6.45608	5.12260	5.12260	5.12260	5.12260	5.52067	5.52067	5.53808	5.53808	5.53808	3.03510	3.03510	3.03510	2.14342	2.14342	2.15599	2.15599	3.16220	3.60614	3.60614	3.60614	3.54510	3.54510	3.54510	3.89548	3.89548	3.89548	3.89548	3.94749	3.94749	4.02034	4.02034	4.02034	6.92663	6.92663	6.92663	6.49956	6.49956	6.52808	6.52808	5.84692	5.73015	5.73015	5.73015	5.86458	5.86458	5.86458	6.13085	6.13085	6.13085	6.13085	6.16331	6.16331	6.14396	6.14396	6.14396	4.38902	4.38902	4.38902	3.62753	3.62753	3.66092	3.66092	2.45202	3.97692	3.97692	3.97692	4.27844	4.27844	4.27844	3.91383	3.91383	3.91383	3.91383	3.89705	3.89705	3.91278	3.91278	3.91278	4.91119	4.91119	4.91119	4.07329	4.07329	4.02042	4.02042	4.33018	3.54767	3.54767	3.54767	4.21780	4.21780	4.21780	3.74500	3.74500	3.74500	3.74500	3.60489	3.60489	3.71279	3.71279	3.71279	4.99783	4.99783	4.99783	5.06447	5.06447	5.09936	5.09936	6.63619	5.28664	5.28664	5.28664	6.26711	6.26711	6.26711	5.28781	5.28781	5.28781	5.28781	5.37092	5.37092	5.30175	5.30175	5.30175	1.69446	1.69446	1.69446	2.57209	2.57209	2.58525	2.58525	1.69317	2.52241	2.52241	2.52241	2.19859	2.19859	2.19859	2.67156	2.67156	2.67156	2.67156	2.73733	2.73733	2.72315	2.72315	2.72315	4.51388	4.51388	4.51388	4.40506	4.40506	4.40688	4.40688	4.57349	4.43987	4.43987	4.43987	4.69888	4.69888	4.69888	4.18571	4.18571	4.18571	4.18571	4.17605	4.17605	4.19364	4.19364	4.19364	5.36800	5.36800	5.36800	5.75477	5.75477	5.81003	5.81003	5.26231	4.73094	4.73094	4.73094	5.08759	5.08759	5.08759	4.65887	4.65887	4.65887	4.65887	4.76216	4.76216	4.69498	4.69498	4.69498	3.61678	3.61678	3.61678	4.42780	4.42780	4.42214	4.42214	5.72398	5.67324	5.67324	5.67324	5.63105	5.63105	5.63105	6.18737	6.18737	6.18737	6.18737	6.56368	6.56368	6.53224	6.53224	6.53224	5.69627	5.69627	5.69627	6.25122	6.25122	6.26209	6.26209	5.39985	6.42780	6.42780	6.42780	5.95034	5.95034	5.95034	6.41689	6.41689	6.41689	6.41689	6.20376	6.20376	6.19071	6.19071	6.19071	4.88285	4.88285	4.88285	6.93241	6.93241	6.95187	6.95187	6.32684	6.30167	6.30167	6.30167	6.10157	6.10157	6.10157	6.23526	6.23526	6.23526	6.23526	6.20187	6.20187	6.28803	6.28803	6.28803	4.86751	4.86751	4.86751	6.08683	6.08683	6.13062	6.13062	7.99466	8.11284	8.11284	8.11284	7.14392	7.14392	7.14392	8.35131	8.35131	8.35131	8.35131	8.46885	8.46885	8.42876	8.42876	8.42876	4.95703	4.95703	4.95703	5.36701	5.36701	5.33513	5.33513	6.40455	6.52835	6.52835	6.52835	5.48796	5.48796	5.48796	5.80746	5.80746	5.80746	5.80746	5.76068	5.76068	5.73382	5.73382	5.73382	6.32267	6.32267	6.32267	8.27391	8.27391	8.26628	8.26628	8.41291	7.59985	7.59985	7.59985	8.09149	8.09149	8.09149	7.95793	7.95793	7.95793	7.95793	7.97779	7.97779	7.99546	7.99546	7.99546	6.91201	6.91201	6.91201	6.86010	6.86010	6.88392	6.88392	8.27830	6.85366	6.85366	6.85366	7.05184	7.05184	7.05184	7.29273	7.29273	7.29273	7.29273	7.61386	7.61386	7.56958	7.56958	7.56958	5.06362	5.06362	5.06362	5.25311	5.25311	5.26247	5.26247	2.93091	3.79934	3.79934	3.79934	3.86694	3.86694	3.86694	4.26922	4.26922	4.26922	4.26922	4.06883	4.06883	4.05055	4.05055	4.05055	9.79062	9.79062	9.79062	7.95828	7.95828	7.97429	7.97429	7.40765	8.51501	8.51501	8.51501	8.25909	8.25909	8.25909	8.41032	8.41032	8.41032	8.41032	8.22634	8.22634	8.21108	8.21108	8.21108	6.02577	6.02577	6.02577	5.97049	5.97049	5.99303	5.99303	5.05986	5.61300	5.61300	5.61300	5.45725	5.45725	5.45725	6.05733	6.05733	6.05733	6.05733	5.99094	5.99094	5.98155	5.98155	5.98155	1.81724	1.81724	1.81724	3.45275	3.45275	3.44919	3.44919	2.73148	2.88544	2.88544	2.88544	3.12363	3.12363	3.12363	3.20909	3.20909	3.20909	3.20909	3.20963	3.20963	3.19025	3.19025	3.19025	-0.30193	-0.30193	-0.30193	0.90703	0.90703	0.91371	0.91371	1.18532
1999-01-01	4.64796	4.64796	4.64796	4.68568	4.68568	4.82209	4.82209	4.82209	2.62020	2.62020	2.62020	3.28872	3.28872	3.29370	3.29370	2.63583	3.09778	3.09778	3.09778	2.41892	2.41892	2.41892	1.88311	1.88311	1.88311	1.88311	1.81418	1.81418	1.87527	1.87527	1.87527	8.13984	8.13984	8.13984	9.51114	9.51114	9.55770	9.55770	8.22417	7.98170	7.98170	7.98170	7.31328	7.31328	7.31328	7.38335	7.38335	7.38335	7.38335	7.25214	7.25214	7.48725	7.48725	7.48725	2.55012	2.55012	2.55012	3.95387	3.95387	3.95717	3.95717	3.81723	3.57578	3.57578	3.57578	3.48098	3.48098	3.48098	3.58870	3.58870	3.58870	3.58870	3.44298	3.44298	3.59518	3.59518	3.59518	2.83873	2.83873	2.83873	4.78755	4.78755	4.79957	4.79957	2.76073	2.63885	2.63885	2.63885	3.38237	3.38237	3.38237	3.26004	3.26004	3.26004	3.26004	3.22087	3.22087	3.45515	3.45515	3.45515	4.18506	4.18506	4.18506	4.85148	4.85148	4.85542	4.85542	5.05037	5.00771	5.00771	5.00771	5.16099	5.16099	5.16099	5.22078	5.22078	5.22078	5.22078	5.25247	5.25247	5.06582	5.06582	5.06582	6.31629	6.31629	6.31629	6.34880	6.34880	6.28907	6.28907	6.28047	6.18159	6.18159	6.18159	6.58422	6.58422	6.58422	6.50776	6.50776	6.50776	6.50776	6.42566	6.42566	6.67035	6.67035	6.67035	3.40987	3.40987	3.40987	3.72056	3.72056	3.81738	3.81738	4.01605	3.98031	3.98031	3.98031	3.78892	3.78892	3.78892	3.98356	3.98356	3.98356	3.98356	3.95639	3.95639	4.09998	4.09998	4.09998	4.88902	4.88902	4.88902	5.34597	5.34597	5.31898	5.31898	5.31507	4.70362	4.70362	4.70362	3.63650	3.63650	3.63650	3.51414	3.51414	3.51414	3.51414	3.54867	3.54867	3.72797	3.72797	3.72797	3.28773	3.28773	3.28773	3.35220	3.35220	3.37175	3.37175	2.56216	2.32646	2.32646	2.32646	2.09996	2.09996	2.09996	2.31640	2.31640	2.31640	2.31640	2.30316	2.30316	2.35357	2.35357	2.35357	3.95550	3.95550	3.95550	4.30645	4.30645	4.38017	4.38017	4.76460	4.66439	4.66439	4.66439	4.51459	4.51459	4.51459	4.55472	4.55472	4.55472	4.55472	4.49314	4.49314	4.59354	4.59354	4.59354	4.42157	4.42157	4.42157	5.37232	5.37232	5.42688	5.42688	5.40098	5.45383	5.45383	5.45383	5.19767	5.19767	5.19767	5.12892	5.12892	5.12892	5.12892	4.74608	4.74608	4.70075	4.70075	4.70075	5.55442	5.55442	5.55442	6.55868	6.55868	6.56119	6.56119	6.56895	6.55642	6.55642	6.55642	6.40914	6.40914	6.40914	6.37691	6.37691	6.37691	6.37691	6.40658	6.40658	6.55871	6.55871	6.55871	3.87078	3.87078	3.87078	5.86805	5.86805	5.88095	5.88095	5.16666	5.10149	5.10149	5.10149	4.26013	4.26013	4.26013	4.29087	4.29087	4.29087	4.29087	4.09907	4.09907	4.20504	4.20504	4.20504	5.45527	5.45527	5.45527	5.95060	5.95060	5.97646	5.97646	5.87692	5.56436	5.56436	5.56436	5.20682	5.20682	5.20682	5.08725	5.08725	5.08725	5.08725	5.16203	5.16203	5.30919	5.30919	5.30919	6.32334	6.32334	6.32334	5.80014	5.80014	5.72581	5.72581	5.72591	5.79836	5.79836	5.79836	5.46504	5.46504	5.46504	5.51939	5.51939	5.51939	5.51939	5.40725	5.40725	5.38295	5.38295	5.38295	6.09294	6.09294	6.09294	5.53023	5.53023	5.53931	5.53931	7.08556	6.53952	6.53952	6.53952	6.69832	6.69832	6.69832	5.98991	5.98991	5.98991	5.98991	6.02037	6.02037	5.97662	5.97662	5.97662	7.11042	7.11042	7.11042	8.05885	8.05885	8.09870	8.09870	7.24877	7.59401	7.59401	7.59401	7.25635	7.25635	7.25635	7.16565	7.16565	7.16565	7.16565	7.60280	7.60280	7.95954	7.95954	7.95954	5.35300	5.35300	5.35300	5.68516	5.68516	5.63055	5.63055	6.23729	6.34034	6.34034	6.34034	6.65923	6.65923	6.65923	6.75787	6.75787	6.75787	6.75787	6.72562	6.72562	6.81687	6.81687	6.81687	9.49008	9.49008	9.49008	10.77318	10.77318	10.63213	10.63213	8.89433	9.11666	9.11666	9.11666	9.88818	9.88818	9.88818	9.68098	9.68098	9.68098	9.68098	9.78826	9.78826	9.56265	9.56265	9.56265	5.18481	5.18481	5.18481	5.85514	5.85514	5.88122	5.88122	6.09809	5.75160	5.75160	5.75160	5.97506	5.97506	5.97506	5.98998	5.98998	5.98998	5.98998	5.97246	5.97246	5.91282	5.91282	5.91282	4.06329	4.06329	4.06329	4.92059	4.92059	4.95138	4.95138	4.79696	4.84256	4.84256	4.84256	4.94722	4.94722	4.94722	4.35288	4.35288	4.35288	4.35288	4.35065	4.35065	4.24770	4.24770	4.24770	7.21448	7.21448	7.21448	7.06163	7.06163	7.07332	7.07332	5.43544
